Test Case ID,Description,Pre-conditions,Steps Taken,Expected Output,,Actual Output,Comments,Tester,Date Tested,Version
t2.5.14,Avail the Same Savings Product Multiple Times,"1. User is authenticated and logged in.
2. Business rules allow multiple availments of the same Savings product.","1. Avail the Savings product once and complete the flow.
2. Return to the Eligible Products tab.
3. Repeat the availment process for the same Savings product.","1. Each availment is recorded as a separate instance.
2. Both records appear correctly under the customer's Products Availed tab.
3. Each instance shows its own Product Name, Product Category, and Action.
4. Product details are accurate for each individual instance.
5. No data overlap or errors occur between the two records.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t2.5.15,Attempt to Avail Savings Product for Customer with Invalid Status,"1. User is authenticated and logged in.
2. The customer account is inactive or closed.
3. User has permission to assign products.","1. Navigate to the Customer module.
2. Search and select an inactive or closed customer.
3. Click View Profile → Eligible Products tab.
4. Attempt to click the Avail Product button.","1. Upon clicking Avail Product, the system performs an instant status check.
2. The availment process is blocked and the user remains on the Eligible Products tab.
3. Error message displayed: ""The customer is in an invalid state and cannot proceed. Please verify the customer's status and try again.""
4. The Customer Information step is NOT loaded. No transaction is started.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t2.5.16,Leave Required Custom Fields Empty – Savings Availment,"1. User is on the Customer Information step.
2. The selected Savings product has required custom fields.","1. Leave one or more required custom fields empty.
2. Attempt to click the Continue button.","1. System prevents navigation to the next step.
2. Validation error displayed for each empty required field: ""<field name> is required.""
3. Continue button remains disabled.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t2.5.17,Enter Invalid Data Format in Custom Fields – Savings Availment,"1. User is on the Customer Information step.
2. The Savings product has custom fields with format constraints.","1. Enter alphabetic characters into a numeric custom field.
2. Attempt to proceed.","1. System prohibits the invalid input from being entered into the numeric field.
2. OR a validation error is displayed: ""Only numeric values are allowed.""
3. User cannot proceed until the input is corrected.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,rerun was made since it was skipped,Peach,9/11/26,
t2.5.18,Exit Savings Availment Flow Mid-Process – Confirm Discard,1. User is on the Customer Information step or Review Application step of the Savings availment flow.,"1. Click the Back button or navigate away from the Avail Product page.
2. Observe the confirmation prompt.
3. Click Confirm on the prompt.
4. Return to the Eligible Products tab.
5. Click Avail Product for the same product again.","1. System displays a confirmation prompt: ""Are you sure you want to leave this page? All data will be lost and will not be saved.""
2. After confirming, the system exits the flow without processing the availment.
3. No partial records are created in the customer's Products Availed list.
4. Upon restarting, the flow resets and the user starts from the Customer Information step with a clean form.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t2.5.19,Session Timeout During Savings Availment Flow,"1. User is logged in and on any step of the Savings product availment flow.
2. User remains inactive beyond the session timeout (5 minutes).","1. Leave the Avail Product page idle for 5 minutes and 1 second.
2. Attempt to continue the availment process.","1. Session is automatically terminated.
2. User is redirected to the Login page.
3. Modal displayed: ""Session Expired. For security reasons, you need to sign in again to continue using the app.""
4. Unsaved availment data is lost.",,,manual,Peach,4/21/26,
t2.5.20,Use Browser Back Button During Savings Availment Flow,1. User is on the Review Application step after completing the Customer Information step.,1. Click the browser's Back button.,"1. System handles the state transition gracefully.
2. The application either maintains the session data or properly re-validates the step.
3. UI reflects the most recent valid state or prompts the user if a page refresh is required to sync data.
4. No data corruption or duplicate submission occurs.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t3.1 View the list of Accounts,,,,,,,,,,
t3.1.1,Initial Load and View of All Accounts List,"1. The user must be authenticated and logged into the Teller App. 
2. The user must have permission to view the list of all bank accounts.","1. Log in to the Teller App with valid credentials. 
2. Navigate to the main dashboard. 
3. Click the “Accounts” module option from the side menu.","1. System navigates to the Accounts page.
2. Verify page title or URL corresponds to Accounts.
3. The system successfully displays the master Accounts List View. 
4. Verify that the following columns are present and visible: Account No, Account Name, Balance, Account Status, Created on, and an ""Action"" column containing one distinct button/link: View Transactions.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t3.1.2,Pagination and Navigation on Accounts List,"1. The user is logged into the Teller App. 
2. The ""Accounts"" module contains a list of accounts that spans multiple pages (paginated data). 
3. The current view is on the first page.","1. Navigate to the “Accounts” module. 
2. Scroll to the bottom and locate the pagination controls (e.g., 1, 2, 3... Next, Back). 
3. Click the Next button. 
4. Click page number 3. 
5. Click the Back button.","1. Next Click: The system loads and displays the data from the second page. The current page indicator highlights page 2. 
2. Page Number Click: The system immediately loads and displays the data from page 
3. The current page indicator highlights page 3. 
3. Back Click: The system loads and displays the data from page 2. 
4. Verify data integrity across pages (no duplication/missing records).",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t3.1.3,Search for Account by Number (Valid),"1. The user is logged into the Teller App and has access to the “Accounts” module. 
2. A known valid Account Number exists in the system.","1. Navigate to the “Accounts” module. 
2. Locate the Search input field. 
3. Input valid Account Number into the search field and click the Search icon.
4. Click the Clear Search button/icon.","1. Number Search: The list displays exactly one record. 
2. Clear Search: The list reverts to the default, unfiltered view. 
3. Verify that the search results maintain all required columns (Account No, Account Name, Balance, Account Status, Created on, and an ""Action"" column containing one distinct button/link: View Transactions..).",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,rerun because of variable issue,Peach,9/10/26,
t3.1.4,Search for Account by Name (Valid),"1. The user is logged into the Teller App and has access to the “Accounts” module. 
2. A known valid Account Name (Savings Plus) exists in the system.","1. Navigate to the “Accounts” module. 
2. Locate the Search input field. 
3. Input valid Account Name (Savings Plus) into the search field and click the Search icon. 
4. Click the Clear Search button/icon.","1. Name Search (Step 3): The system displays all account records that match or partially match Savings Plus. 
2. Clear Search (Step 4): The list reverts to the default, unfiltered view.
 3. Verify that the search results maintain all required columns (Account No, Account Name, Balance, Account Status, Created on, and an ""Action"" column containing one distinct button/link: View Transactions.)",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t3.1.5,Search for Non-Existing Account ,1. The user is logged into the Teller App and is on the “Accounts” module page.,"1. Navigate to the “Accounts” module. 
2. Locate the Search input field. 
3. Enter a non-existing value (e.g., NONEXISTENTACC) into the search field. 
4. Click the Search icon.","1. The system displays a dedicated message in the list area, such as “No Data."" 
2. The account list table is empty, with no rows displayed. 
3. Verify no application errors or crashes occur.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t3.1.6,Filter Accounts List by Status: Active,"1. User is logged into the Teller App and has access to the “Accounts” module. 
2. Accounts with 'Active' status exist.","1. Navigate to the “Accounts” module. 
2. Click the Account Status filter dropdown. 
3. Select the Active option from the list.","1. The account list updates immediately to display only records where Account Status is Active. 
2. Verify that no accounts with other statuses are displayed.
3. If there are no existing accounts with the Active status, the system displays ""No Data"". ",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t3.1.7,Filter Accounts List by Status: Inactive,"1. User is logged into the Teller App and has access to the “Accounts” module. 
2. Accounts with 'Inactive' status exist.","1. Navigate to the “Accounts” module. 
2. Click the Account Status filter dropdown. 
3. Select the Inactive option from the list.","1. The account list updates immediately to display only records where Account Status is Inactive. 
2. Verify that no accounts with other statuses are displayed.
3. If there are no existing accounts with the Inactive status, the system displays ""No Data"". ",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t3.1.8,Filter Accounts List by Status: Dormant,"1. User is logged into the Teller App and has access to the “Accounts” module. 
2. Accounts with 'Dormant' status exist.","1. Navigate to the “Accounts” module. 
2. Click the Account Status filter dropdown. 
3. Select the Dormant option from the list.","1. The account list updates immediately to display only records where Account Status is Dormant. 
2. Verify that no accounts with other statuses are displayed.
3. If there are no existing accounts with the Dormant status, the system displays ""No Data"". ",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t3.1.9,Filter Accounts List by Status: Frozen,"1. User is logged into the Teller App and has access to the “Accounts” module. 
2. Accounts with 'Frozen' status exist.","1. Navigate to the “Accounts” module. 
2. Click the Account Status filter dropdown. 
3. Select the Frozen option from the list.","1. The account list updates immediately to display only records where Account Status is Frozen. 
2. Verify that no accounts with other statuses are displayed.
3. If there are no existing accounts with the Frozen status, the system displays ""No Data"". ",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t3.1.10,Filter Accounts List by Status: Closed,"1. User is logged into the Teller App and has access to the “Accounts” module. 
2. Accounts with 'Closed' status exist.","1. Navigate to the “Accounts” module. 
2. Click the Account Status filter dropdown. 
3. Select the Closed option from the list.","1. The account list updates immediately to display only records where Account Status is Closed. 
2. Verify that no accounts with other statuses are displayed.
3. If there are no existing accounts with the Closed status, the system displays ""No Data"". ",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t3.1.11,Filter Accounts List by Status: Overdrawn,"1. User is logged into the Teller App and has access to the “Accounts” module. 
2. Accounts with 'Overdrawn' status exist.","1. Navigate to the “Accounts” module. 
2. Click the Account Status filter dropdown. 
3. Select the Overdrawn option from the list.","1. The account list updates immediately to display only records where Account Status is Overdrawn. 
2. Verify that no accounts with other statuses are displayed.
3. If there are no existing accounts with the Overdrawn status, the system displays ""No Data"". ",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t3.1.12,Filter Accounts List by Status: Blocked,"1. User is logged into the Teller App and has access to the “Accounts” module. 
2. Accounts with 'Blocked' status exist.","1. Navigate to the “Accounts” module. 
2. Click the Account Status filter dropdown. 
3. Select the Blocked option from the list.","1. The account list updates immediately to display only records where Account Status is Active. 
2. Verify that no accounts with other statuses are displayed.
3. If there are no existing accounts with the Active status, the system displays ""No Data"". ",,https://pvillados-nmblr.github.io/teller-automation/reports/rural-bank-san-antonio/t3.1/report.html,,Peach,4/21/26,
t3.1.13,Filter Accounts List by Status: Suspended,"1. User is logged into the Teller App and has access to the “Accounts” module. 
2. Accounts with 'Suspended' status exist.","1. Navigate to the “Accounts” module. 
2. Click the Account Status filter dropdown. 
3. Select the Suspended option from the list.","1. The account list updates immediately to display only records where Account Status is Active. 
2. Verify that no accounts with other statuses are displayed.
3. If there are no existing accounts with the Active status, the system displays ""No Data"". ",,https://pvillados-nmblr.github.io/teller-automation/reports/rural-bank-san-antonio/t3.1/report.html,,Peach,4/21/26,
t3.2 View the list of Transactions of a Bank Account,,,,,,,,,,
t3.2.1,View Account Transaction History (Entry Point),"1. User is logged into the Teller App and has access to the “Accounts” module. 
2. The selected account has existing transaction history.","1. Navigate to the “Accounts” module. 
2. Locate the target account record. 
3. Click the “View Transactions” button/link in the Action column for that account.","1. The system successfully navigates to the Transaction History page for the selected account. 
2. Verify the presence of the following columns in the transaction table: Transaction ID, Transaction Type, Date & Time, Debit Amount, Credit Amount, Status, Last Updated, and Action. 
3. Verify the presence of actionable elements: an Eye icon (or similar button) to view detailed transaction information, and a Download button for exporting data.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t3.2.2,Pagination in Viewing Transaction History,"1. User is on the Transaction History page of an account. 
2. There are enough transaction records to span multiple pages.","1. Scroll to the bottom and locate the pagination controls. 
2. Click the Next button. 
3. Click page number 3. 
4. Click the Back button.","1. Next Click: The system loads and displays the data from the next page. 
2. Page Number Click: The system immediately loads and displays data from the selected page (page 3). 
3. Back Click: The system loads and displays data from the previous page (page 2). 
4. Verify data integrity (no duplication/missing records). 
5. The current page is clearly indicated in the UI.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t3.2.3,View Specific Transaction Details (via Accounts),"1. User is on the Transaction History page of an account. 
2. The transaction list contains records.","1. Locate a specific transaction row in the list. 
2. Click the Eye icon (View) in the Action column. 
3. Close the details modal/page.","1. A modal or new page opens displaying detailed information for the selected transaction. 
2. Verify the detail view includes: Transaction ID, Transaction Type, Transaction Amount, Service Fee, Remarks, Transaction Status, Debit Account Name/Number, Credit Account Name/Number, Credit Bank Code/Bank Name or Debit Bank Code/Bank Name (For Send Money only), Created on, Updated on, and Instapay Reference number if external transaction type. 
3. The details are accurate and correspond to the selected transaction. 
4. The user can close the details view and return to the history list without issue.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t3.2.4,Search Transaction by ID and View Details (via Accounts),"1. User is on the Transaction History page of an account. 
2. A known valid Transaction ID exists.","1. Locate the search field on the Transaction History page. 
2. Enter the valid Transaction ID. 
3. Click the Search icon/button. 
4. Click the Eye icon (View) in the Action column of the resulting row.","1. The list filters and displays exactly one matching transaction. 
2. A modal or new page opens displaying detailed information 
3. The transaction ID in the details matches the searched ID. 
4. The user can successfully close the detail view and return to the filtered list.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t3.2.5,Search Transactions Using Date Range (via Accounts),"1. User is on the Transaction History page of an account. 
2. Transactions exist across a known date range.","1. Locate the date range filter controls. 
2. Select a valid ""From"" date (e.g., July 1, 2025). 
3. Select a valid ""To"" date (e.g., July 31, 2025). 
4. Click the Search button. 
5. Repeat steps 2-4 with a range that yields no results.","1. Positive Search: The list updates to display only transactions occurring between the ""From"" and ""To"" dates. 
2. Verify all required columns (Transaction ID, Transaction Type, Transaction Date & Time, Debit amount, Credit amount, Status, Last Updated, Action. ) are present in the filtered list. 
3. Negative Search: The system displays a ""No data"" message or similar indication, and the list is empty.",,,"[TellerApp][Def]Date Range Filter displays ""No Data"" or partial results for existing transactions in Transaction History across Customer, Accounts, and Transactions modules- https://github.com/talino-labs/higala.project/issues/1234",Peach,9/11/26,
t3.2.6,Filter Transactions by Type: Send Money (via Accounts),"1. User is on the Transaction History page of an account. 
2. Transactions of type 'Send Money' exist.","1. Click the Transaction Type filter dropdown. 
2. Select the “Send Money” type. 
3. Locate a specific transaction row in the list. 
4. Click the Eye icon (View) in the Action column.","1. The list displays transactions of type ""Send Money"" only. 
2. No transactions of other types are shown. 
3. The detail view includes: Transaction ID, Transaction Type, Transaction Amount, Service Fee, Remarks, Transaction Status, Debit Account Name/Number, Credit Account Name/Number, Credit Bank Code/Bank Name or Debit Bank Code/Bank Name (For Send Money only), Created on, Updated on, and Instapay Reference number if external transaction type. 
4. If there are no existing transactions of Send Money type, the system displays ""No Data"".",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t3.2.7,Filter Transactions by Type: Receive Money (via Accounts),"1. User is on the Transaction History page of an account. 
2. Transactions of type 'Receive Money' exist.","1. Click the Transaction Type filter dropdown. 
2. Select the “Receive Money” type. 
3. Locate a specific transaction row in the list. 
4. Click the Eye icon (View) in the Action column.","1. The list displays transactions of type ""Receive Money"" only. 
2. No transactions of other types are shown. 
3. The detail view includes: Transaction ID, Transaction Type, Transaction Amount, Service Fee, Remarks, Transaction Status, Debit Account Name/Number, Credit Account Name/Number, Credit Bank Code/Bank Name or Debit Bank Code/Bank Name (For Send Money only), Created on, Updated on, and Instapay Reference number if external transaction type. 
4. If there are no existing transactions of Cash In type, the system displays ""No Data"".",,"Expectation changed and finalized

Before: Cash In Now: Receive Money","ticket: [TellerApp][Def]Incomplete and Inconsistent Transaction Type values across Filter, Column, and Detail views in Customers and Accounts module
https://github.com/talino-labs/higala.project/issues/1222",Peach,9/11/26,
t3.2.8,Filter Transactions by Type: Fund Transfer (via Accounts),"1. User is on the Transaction History page 
2. Transactions of type 'Fund Transfer' exist.","1. Click the Transaction Type filter dropdown. 
2. Select the “Fund Transfer” type. 
3. Locate a specific transaction row in the list. 
4. Click the Eye icon (View) in the Action column.","1. The list displays transactions of type ""Fund Transfer"" only. 
2. No transactions of other types are shown. 
3. The detail view includes: Transaction ID, Transaction Type, Transaction Amount, Service Fee, Remarks, Transaction Status, Debit Account Name/Number, Credit Account Name/Number, Credit Bank Code/Bank Name or Debit Bank Code/Bank Name (For Send Money only), Created on, Updated on, and Instapay Reference number if external transaction type. 
4. If there are no existing transactions of Fund Transfer type, the system displays ""No Data"".",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t3.2.9,Filter Transactions by Status: Pending (via Accounts),"1. User is on the Transaction History page of an account. 
2. Transactions with status 'Pending' exist.","1. Click the Transaction Status filter dropdown. 
2. Select the Pending status. 
3. Locate a specific transaction row in the list. 
4. Click the Eye icon (View) in the Action column.","1. The system displays only transactions with a status of ""Pending"". 
2. Transactions with other statuses (e.g., Success, Failed) are not shown. 
3. The detail view includes: Transaction ID, Transaction Type, Transaction Amount, Service Fee, Remarks, Transaction Status, Debit Account Name/Number, Credit Account Name/Number, Credit Bank Code/Bank Name or Debit Bank Code/Bank Name (For Send Money only), Created on, Updated on, and Instapay Reference number if external transaction type. 
4. If there are no existing transactions with Pending status, the system displays ""No Data"".",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t3.2.10,Filter Transactions by Status: Success (via Accounts),"1. User is on the Transaction History page of an account. 
2. Transactions with status 'Success' exist.","1. Click the Transaction Status filter dropdown. 
2. Select the Success status. 
3. Locate a specific transaction row in the list. 
4. Click the Eye icon (View) in the Action column.","1. The system displays only transactions with a status of ""Success"". 
2. Transactions with other statuses (e.g., Pending, Failed) are not shown. 
3. The detail view includes: Transaction ID, Transaction Type, Transaction Amount, Service Fee, Remarks, Transaction Status, Debit Account Name/Number, Credit Account Name/Number, Credit Bank Code/Bank Name or Debit Bank Code/Bank Name (For Send Money only), Created on, Updated on, and Instapay Reference number if external transaction type. 
4. If there are no existing transactions with Success status, the system displays ""No Data"".",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t3.2.11,Filter Transactions by Status: Failed (via Accounts),"1. User is on the Transaction History page of an account. 
2. Transactions with status 'Failed' exist.","1. Click the Transaction Status filter dropdown. 
2. Select the Failed status. 
3. Locate a specific transaction row in the list. 
4. Click the Eye icon (View) in the Action column.","1. The system displays only transactions with a status of ""Failed"". 
2. Transactions with other statuses (e.g., Pending, Success) are not shown. 
3. The detail view includes: Transaction ID, Transaction Type, Transaction Amount, Service Fee, Remarks, Transaction Status, Debit Account Name/Number, Credit Account Name/Number, Credit Bank Code/Bank Name or Debit Bank Code/Bank Name (For Send Money only), Created on, Updated on, and Instapay Reference number if external transaction type. 
4. If there are no existing transactions with Failed status, the system displays ""No Data"".",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t3.2.12,Navigate Back to Accounts List (from View Transactions),"1. User is on the Transaction History page of an account. 
",1. Click the 'Accounts' label/link (or back button) in the navigation breadcrumbs/UI.,"1. The user is returned to the main Accounts List View 
2. The Accounts List view retains its previous state (e.g., last page viewed or last filter applied).",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t3.2.13,Filter Transactions by Type: Cash Withdrawal (via Accounts),"1. User is on the Transaction History page 
2. Transactions of type 'Cash Withdrawal'' exist.","1. Click the Transaction Type filter dropdown. 
2. Select the “Cash Withdrawal” type. 
3. Locate a specific transaction row in the list. 
4. Click the Eye icon (View) in the Action column.","1. The list displays transactions of type ""Cash Withdrawal"" only. 
2. No transactions of other types are shown. 
3. The detail view includes: Transaction ID, Transaction Type, Transaction Amount, Service Fee, Remarks, Transaction Status, Debit Account Name/Number, Credit Account Name/Number, Credit Bank Code/Bank Name or Debit Bank Code/Bank Name (For Send Money only), Created on, Updated on, and Instapay Reference number if external transaction type. 
4. If there are no existing transactions of Fund Transfer type, the system displays ""No Data"".",,Cash Withdrawal type not in filter,"ticket: [TellerApp][Def]Incomplete and Inconsistent Transaction Type values across Filter, Column, and Detail views in Customers and Accounts module
https://github.com/talino-labs/higala.project/issues/1222",Peach,9/11/26,
t3.2.14,Filter Transactions by Type: Cash Deposit (via Accounts),"1. User is on the Transaction History page 
2. Transactions of type 'Cash Deposit'' exist.","1. Click the Transaction Type filter dropdown. 
2. Select the “Cash Deposit” type. 
3. Locate a specific transaction row in the list. 
4. Click the Eye icon (View) in the Action column.","1. The list displays transactions of type ""Cash Deposit"" only. 
2. No transactions of other types are shown. 
3. The detail view includes: Transaction ID, Transaction Type, Transaction Amount, Service Fee, Remarks, Transaction Status, Debit Account Name/Number, Credit Account Name/Number, Credit Bank Code/Bank Name or Debit Bank Code/Bank Name (For Send Money only), Created on, Updated on, and Instapay Reference number if external transaction type. 
4. If there are no existing transactions of Fund Transfer type, the system displays ""No Data"".",,Cash Withdrawal type not in filter,"ticket: [TellerApp][Def]Incomplete and Inconsistent Transaction Type values across Filter, Column, and Detail views in Customers and Accounts module
https://github.com/talino-labs/higala.project/issues/1222",Peach,9/11/26,
t3.2.15,Filter Transactions by Type: Savings Interest (via Accounts),"1. User is on the Transaction History page 
2. Transactions of type 'Savings Interest'' exist.","1. Click the Transaction Type filter dropdown. 
2. Select the “Savings Interest” type. 
3. Locate a specific transaction row in the list. 
4. Click the Eye icon (View) in the Action column.","1. The list displays transactions of type ""Savings Interest"" only. 
2. No transactions of other types are shown. 
3. The detail view includes: Transaction ID, Transaction Type, Transaction Amount, Service Fee, Remarks, Transaction Status, Debit Account Name/Number, Credit Account Name/Number, Credit Bank Code/Bank Name or Debit Bank Code/Bank Name (For Send Money only), Created on, Updated on, and Instapay Reference number if external transaction type. 
4. If there are no existing transactions of Fund Transfer type, the system displays ""No Data"".",,Savings Interest type not in filter,"[TellerApp][Def]Incomplete and Inconsistent Transaction Type values across Filter, Column, and Detail views in Customers and Accounts module
https://github.com/talino-labs/higala.project/issues/1222",Peach,9/11/26,
t3.2.16,Filter Transactions by Type: Loan Disbursement (via Accounts),"1. User is on the Transaction History page 
2. Transactions of type 'Loan Disbursement' exist.","1. Click the Transaction Type filter dropdown. 
2. Select the “Loan Disbursement” type. 
3. Locate a specific transaction row in the list. 
4. Click the Eye icon (View) in the Action column.","1. The list displays transactions of type ""Loan Disbursement"" only. 
2. No transactions of other types are shown. 
3. The detail view includes: Transaction ID, Transaction Type, Transaction Amount, Service Fee, Remarks, Transaction Status, Debit Account Name/Number, Credit Account Name/Number, Credit Bank Code/Bank Name or Debit Bank Code/Bank Name (For Send Money only), Created on, Updated on, and Instapay Reference number if external transaction type. 
4. If there are no existing transactions of Fund Transfer type, the system displays ""No Data"".",,Loan disbursement type not in filter,"[TellerApp][Def]Incomplete and Inconsistent Transaction Type values across Filter, Column, and Detail views in Customers and Accounts module
https://github.com/talino-labs/higala.project/issues/1222",Peach,9/11/26,
t3.2.17,Filter Transactions by Type: Loan Payment (via Accounts),"1. User is on the Transaction History page 
2. Transactions of type 'Loan Payment'' exist.","1. Click the Transaction Type filter dropdown. 
2. Select the “Loan Payment” type. 
3. Locate a specific transaction row in the list. 
4. Click the Eye icon (View) in the Action column.","1. The list displays transactions of type ""Loan Payment"" only. 
2. No transactions of other types are shown. 
3. The detail view includes: Transaction ID, Transaction Type, Transaction Amount, Service Fee, Remarks, Transaction Status, Debit Account Name/Number, Credit Account Name/Number, Credit Bank Code/Bank Name or Debit Bank Code/Bank Name (For Send Money only), Created on, Updated on, and Instapay Reference number if external transaction type. 
4. If there are no existing transactions of Fund Transfer type, the system displays ""No Data"".",,,,Peach,9/11/26,
t3.3 Create New Bank Account,,,,,,,,,,
t3.3.1,Start Flow and T&C Acceptance,1. Teller is logged in and has permissions to create accounts.,"1. Click the “Accounts” module. 
2. Click “Create New Bank Account”. 
3. Check the TNC checkbox. 
4. Check the Data Privacy checkbox. 
5. Click the Continue button.","1. The account creation page successfully opens. 
2. The Continue button is initially disabled. 
3. After checking TNC and Data Privacy, the Continue button becomes enabled. 
4. Clicking Continue navigates successfully to Page 1 (Personal Information).",,,,Peach,4/23/26,
t3.3.2,Page 1: Personal Info - Happy Path,1. User is on Page 1 (Personal Information).,"1. Enter valid First Name , Middle Name, and Last Name
2. Select Gender. 
3. Select valid Date of Birth 
4. Enter valid Email and Mobile Number. 
5. Select Nationality  
6. Select Place of Birth  
7. Select Civil Status 
8. Enter Mother's Maiden Name. Check ""No middle name"" if applicable. 
9. Click Continue.","1. All fields accept and retain the valid input. 
2. All field-level validations (e.g., email format, mobile length) pass without error. 
3. Clicking Continue successfully navigates to Page 2 (Address).",,,,Peach,4/23/26,
t3.3.3,Page 2: Address - Current Address Entry,1. User is on Page 2 (Address).,"1. Select valid Region, Province, City, and Barangay drop-down options. 
2. Enter valid Street/Block No. and Zip Code 
3. Click Continue.","1. All address fields successfully accept and retain the data. 
2. The system validates the geographical hierarchy.
 3. Clicking Continue successfully navigates to Page 3 (Financial Info).",,,,Peach,4/23/26,
t3.3.4,Page 2: Address - Different Permanent Address Logic,"1. User is on Page 2 (Address), having successfully completed Current Address","1. Check the “I have a different Permanent Adddress checkbox. 
2. Enter a completely different set of data for the new Permanent Address fields
3. Click Continue.","1. Checking the box reveals the separate Permanent Address fields. 
2. The fields accept unique, valid address data. 
3. Clicking Continue successfully navigates to Page 3 (Financial Info).",,,,Peach,4/23/26,
t3.3.5,Page 3: Financial Info - Happy Path,1. User is on Page 3 (Financial Info).,"1. Enter valid Occupation 
2. Select Company Industry 
3. Select Monthly Income from dropdown
4. Enter valid TIN 
5. Click Continue.","1. All fields accept and retain the valid data. 
2. All drop-down selections are correctly recorded. 
3. Clicking Continue initiates the account finalization process.
4. The system displays a confirmation message indicating the bank account was successfully created. ",,,,Peach,4/23/26,
t3.3.6,Finalization and Redirection,1. User has successfully filled all data on Page 3 and clicked Continue,"1. Observe the final confirmation/success state. 
2. Click “Back to dashboard”.","1. The system displays a confirmation message indicating the bank account was successfully created. 
2. Clicking ""Back to dashboard"" successfully redirects the Teller back to the main Teller Dashboard or Accounts List View.",,,,Peach,4/23/26,
t3.3.7,T&C Bypass Attempt (Negative),1. Teller is on the initial Account Creation screen .,"1. Do not check the TNC and Data Privacy checkboxes. 
2. Attempt to click the Continue button.","1. The Continue button remains disabled. 
2. No navigation occurs, and no error message is displayed (as the button should be inactive).",,,,Peach,4/23/26,
t3.3.8,Step Back Navigation and Data Persistence,1. User has completed Page 2 (Address) and is on Page 3 (Financial Info).,"1. Click the Back button or step indicator to return to Page 2 (Address). 
2. Click the Back button or step indicator to return to Page 1 (Personal Information). 
3. Click Continue to move back to Page 2. 
4. Click Continue to move back to Page 3.","1. All previously entered data (Names, DOB, Address fields, selections) on Pages 1 and 2 remains populated and correct. 
2. The navigation stack correctly moves between pages without data loss.",,,,Peach,4/23/26,
t4.1 View all list of Transactions,,,,,,,,,,
t4.1.1,View Transaction History (Entry Point),"1. User is logged into the Teller App and has access to the “Transactions” module. 
","1. Navigate to the “Transactions” module. 
","1. System navigates to the Transactions page.
2. Verify page title or URL corresponds to Transactions.
3. The system successfully navigates to the Transaction module page.
4. Verify the presence of the following columns in the transaction table: Transaction ID, Transaction Type, Date & Time, Credit Account Number, Debit Account Number, Total Amount, Status, Action
5. Verify the presence of actionable elements: an Eye icon (or similar button) to view detailed transaction information, and a Download button for exporting data.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
t4.1.2,Pagination in Viewing Transaction History,"1. User is on the Transaction History page. 
2. There are enough transaction records to span multiple pages.","1. Scroll to the bottom and locate the pagination controls. 
2. Click the Next button. 
3. Click page number 3. 
4. Click the Back button.","1. Next Click: The system loads and displays the data from the next page. 
2. Page Number Click: The system immediately loads and displays data from the selected page (page 3). 
3. Back Click: The system loads and displays data from the previous page (page 2). 
4. Verify data integrity (no duplication/missing records). 
5. The current page is clearly indicated in the UI.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/11/26,
